Timestamp,Expression,R² Score,Complexity,Validation Score,Valid,Interpretation,Provider,Domain
2025-12-14T12:21:47.194758,x1*x2*sqrt(x3),0.9988320616877804,6,93.1,True,This expression calculates a product metric where two factors are amplified by the square root of a ,anthropic,defi
2025-12-14T12:22:32.943822,exp(exp(1.3184104 - (x2 - (-x3 - 1.5732285))/x1))*0.24393746,0.9716971499937518,13,85.6,True,This formula calculates an exponentially amplified risk or volatility measure that compounds based o,anthropic,defi
2025-12-14T12:23:19.957012,((x/0.16334145)**0.47595492 - 1.3990612)/x,0.9969326655360502,9,97.0,True,This expression calculates a normalized rate or efficiency metric that exhibits diminishing returns ,anthropic,defi
2025-12-14T12:24:03.558377,(2.2427611 - 0.8132081/x3)*((x1/x3)**0.9311086*(x2/2.2316344 + 1.1125121) - 1*1.5564628),0.9991752404982014,19,94.0,True,"This expression calculates a composite DeFi metric that combines two scaled factors (x1, x2) relativ",anthropic,defi
2025-12-14T12:24:30.490564,0.5267083*log(0.3135506*x1/x2 + 0.517227686807271*sqrt(1/x2) + (x1 + 0.11676509)/x2) - 0.16592986382394*sqrt(x1*x2)/x2,0.9883681819100248,28,69.19999999999999,False,,,defi
2025-12-14T12:25:10.003439,0.99229115/x,0.9946348836302216,3,97.0,True,"This expression calculates an inverse relationship with a scaling factor of approximately 0.992, rep",anthropic,defi
2025-12-14T12:25:55.615811,0.9966549/x,0.9989986248143587,3,97.0,True,"This expression calculates an inverse relationship with a near-unity coefficient (0.9966549), repres",anthropic,defi
2025-12-14T12:26:28.487322,log(1.5618623*log(log((x1/x2)**1.3085796 + 1.1986554) + 1.1214409)),0.9875865366262864,14,82.9,False,,,defi
2025-12-14T12:26:54.638337,x1*x2*(x3 - exp((exp(1.5052397/x1) - 1.724583)/x3))/(x3*x3),0.997804110747592,19,82.6,False,,,defi
2025-12-14T12:27:46.059645,1.0048828/x,0.9974969861035192,3,97.0,True,"This expression calculates an inverse scaling factor with a small premium, representing a conversion",anthropic,defi
2025-12-14T12:28:26.820409,0.99061537/x,0.997856883621732,3,97.0,True,"This expression calculates an inverse relationship with a scaling factor of approximately 0.991, sug",anthropic,defi
2025-12-14T12:29:08.506469,x1*(x2 - 0.6219179*x2/x3)/x3,0.9956475417288634,11,94.0,True,This formula calculates a scaled factor relationship where Factor 1 is adjusted by a proportional re,anthropic,defi
2025-12-14T12:29:34.844640,1.5685207*sqrt(sqrt(x1/x3)*(2.69600059096333*x2/x3 - (-x1 + x3**(-6.0904427))/x3)) - 0.603912561433522,0.9905290154212664,23,73.69999999999999,False,,,defi
2025-12-14T12:30:01.151040,0.0146429732771975 + (x1 + x2 + 0.100376956 - (x1 - sqrt(x2)*log(x2/x3) + x2)/x3)/x3,0.9995316519346272,25,72.19999999999999,False,,,defi
2025-12-14T12:30:35.359725,sqrt(x1*x2),0.997663216659784,4,92.5,True,"This expression calculates the geometric mean of a numerator and denominator term, representing a ba",anthropic,defi
2025-12-14T12:31:17.752891,log(x + 1.0272744),0.998157288743674,4,90.4,True,"This expression calculates a logarithmic transformation of returns or yield rates, suggesting it mod",anthropic,defi
2025-12-14T12:31:45.177568,sqrt(0.539218189416995/(1.244226 - exp(-0.58834773*x2/x1))**0.7258389 - 0.45306277928823),0.998541402372786,17,49.39999999999999,False,,,defi
2025-12-14T12:32:26.711095,x1*x2*sqrt(x3),0.9988825690116222,6,93.1,True,This formula calculates a risk-adjusted product metric where two multiplicative factors are scaled b,anthropic,defi
2025-12-14T12:33:09.064125,log(x + 1.0626638),0.9978566262631324,4,90.4,True,"This expression calculates a logarithmic transformation of returns or rates, adding approximately 6.",anthropic,defi
2025-12-14T12:33:47.207235,sqrt(x),0.9967394179565632,2,96.1,True,"This expression calculates the square root of an input variable, representing a concave transformati",anthropic,defi
